commit_sha,file_path,change_type,old_file_path,new_file_path,insertions,deletions
bc8859ee741ee10005a574d0b3e4c546d95a94e8,Documentatie en diagrammen/CodeDiagramFrontend.drawio.png,A,Documentatie en diagrammen/CodeDiagramFrontend.drawio.png,Documentatie en diagrammen/CodeDiagramFrontend.drawio.png,0,0
bc8859ee741ee10005a574d0b3e4c546d95a94e8,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,A,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,1344,0
bc8859ee741ee10005a574d0b3e4c546d95a94e8,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,1344,0
bc8859ee741ee10005a574d0b3e4c546d95a94e8,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,0,0
bc8859ee741ee10005a574d0b3e4c546d95a94e8,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,4,0
bc8859ee741ee10005a574d0b3e4c546d95a94e8,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,0,0
bc8859ee741ee10005a574d0b3e4c546d95a94e8,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,0,0
bc8859ee741ee10005a574d0b3e4c546d95a94e8,README.md,D,README.md,README.md,0,14
bc8859ee741ee10005a574d0b3e4c546d95a94e8,documentation/C4/.$mainApiLayer3.drawio.bkp,D,documentation/C4/.$mainApiLayer3.drawio.bkp,documentation/C4/.$mainApiLayer3.drawio.bkp,0,185
bc8859ee741ee10005a574d0b3e4c546d95a94e8,documentation/C4/mainApiLayer3.drawio,D,documentation/C4/mainApiLayer3.drawio,documentation/C4/mainApiLayer3.drawio,0,185
bc8859ee741ee10005a574d0b3e4c546d95a94e8,documentation/C4/mainApiLayer3.png,D,documentation/C4/mainApiLayer3.png,documentation/C4/mainApiLayer3.png,0,0
bc8859ee741ee10005a574d0b3e4c546d95a94e8,templates/json_template.json,D,templates/json_template.json,templates/json_template.json,0,30
bc8859ee741ee10005a574d0b3e4c546d95a94e8,templates/json_template_no_data.json,D,templates/json_template_no_data.json,templates/json_template_no_data.json,0,1
9ea87313e07e5487d3785b164fa4a92c2bd6462c,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,M,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,0,0
9ea87313e07e5487d3785b164fa4a92c2bd6462c,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,M,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,1,1
9ea87313e07e5487d3785b164fa4a92c2bd6462c,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,M,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,0,0
9ea87313e07e5487d3785b164fa4a92c2bd6462c,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,M,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,0,0
692962794b8bf72710ffcfdd6086ab2c1167eb3b,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,M,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,90,69
692962794b8bf72710ffcfdd6086ab2c1167eb3b,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,M,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,10,2
bd3f7d418e25b7eea6bcd95f8a8f482a55a10ea3,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,M,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,90,69
bd3f7d418e25b7eea6bcd95f8a8f482a55a10ea3,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,M,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,10,2
df8ba50eb1397a6cec8f75eba4e25126043c8e70,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,A,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,1323,0
df8ba50eb1397a6cec8f75eba4e25126043c8e70,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,1336,0
df8ba50eb1397a6cec8f75eba4e25126043c8e70,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,0,0
df8ba50eb1397a6cec8f75eba4e25126043c8e70,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,4,0
df8ba50eb1397a6cec8f75eba4e25126043c8e70,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,0,0
df8ba50eb1397a6cec8f75eba4e25126043c8e70,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,0,0
8bae0a86ad0c782f07835ab0296e08212237f083,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,A,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,Documentatie en diagrammen/UML_classdiagram/.$ClassDiagram4.0.drawio.bkp,1323,0
8bae0a86ad0c782f07835ab0296e08212237f083,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio,1336,0
8bae0a86ad0c782f07835ab0296e08212237f083,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.png,0,0
8bae0a86ad0c782f07835ab0296e08212237f083,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.drawio.svg,4,0
8bae0a86ad0c782f07835ab0296e08212237f083,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.jpg,0,0
8bae0a86ad0c782f07835ab0296e08212237f083,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,A,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,Documentatie en diagrammen/UML_classdiagram/ClassDiagram4.0.webp,0,0
f420094b6293e56431ebe433be72808e96b764e7,README.md,D,README.md,README.md,0,14
f420094b6293e56431ebe433be72808e96b764e7,documentation/C4/.$mainApiLayer3.drawio.bkp,D,documentation/C4/.$mainApiLayer3.drawio.bkp,documentation/C4/.$mainApiLayer3.drawio.bkp,0,185
f420094b6293e56431ebe433be72808e96b764e7,documentation/C4/mainApiLayer3.drawio,D,documentation/C4/mainApiLayer3.drawio,documentation/C4/mainApiLayer3.drawio,0,185
f420094b6293e56431ebe433be72808e96b764e7,documentation/C4/mainApiLayer3.png,D,documentation/C4/mainApiLayer3.png,documentation/C4/mainApiLayer3.png,0,0
f420094b6293e56431ebe433be72808e96b764e7,templates/json_template.json,D,templates/json_template.json,templates/json_template.json,0,30
f420094b6293e56431ebe433be72808e96b764e7,templates/json_template_no_data.json,D,templates/json_template_no_data.json,templates/json_template_no_data.json,0,1
218837e55cf2623001098649d5a5f2d5f2d80c98,Documentatie en diagrammen/CodeDiagramFrontend.drawio.png,A,Documentatie en diagrammen/CodeDiagramFrontend.drawio.png,Documentatie en diagrammen/CodeDiagramFrontend.drawio.png,0,0
11a3ef91b23e175ac018d01bb8ab6cbc8f5d42a1,README.md,D,README.md,README.md,0,14
11a3ef91b23e175ac018d01bb8ab6cbc8f5d42a1,documentation/C4/.$mainApiLayer3.drawio.bkp,D,documentation/C4/.$mainApiLayer3.drawio.bkp,documentation/C4/.$mainApiLayer3.drawio.bkp,0,185
11a3ef91b23e175ac018d01bb8ab6cbc8f5d42a1,documentation/C4/mainApiLayer3.drawio,D,documentation/C4/mainApiLayer3.drawio,documentation/C4/mainApiLayer3.drawio,0,185
11a3ef91b23e175ac018d01bb8ab6cbc8f5d42a1,documentation/C4/mainApiLayer3.png,D,documentation/C4/mainApiLayer3.png,documentation/C4/mainApiLayer3.png,0,0
11a3ef91b23e175ac018d01bb8ab6cbc8f5d42a1,templates/json_template.json,D,templates/json_template.json,templates/json_template.json,0,30
11a3ef91b23e175ac018d01bb8ab6cbc8f5d42a1,templates/json_template_no_data.json,D,templates/json_template_no_data.json,templates/json_template_no_data.json,0,1
0bacb4d36566919b396e3605f5d1e654b02d7b19,README.md,D,README.md,README.md,0,14
b1d5bf6d7dedd5e70d09c72a68e7e1346f4b835a,templates/json_template.json,D,templates/json_template.json,templates/json_template.json,0,30
b1d5bf6d7dedd5e70d09c72a68e7e1346f4b835a,templates/json_template_no_data.json,D,templates/json_template_no_data.json,templates/json_template_no_data.json,0,1
4d91cbdb6b52e72157a6db5f1811abeb8b63dee3,documentation/C4/.$mainApiLayer3.drawio.bkp,D,documentation/C4/.$mainApiLayer3.drawio.bkp,documentation/C4/.$mainApiLayer3.drawio.bkp,0,185
4d91cbdb6b52e72157a6db5f1811abeb8b63dee3,documentation/C4/mainApiLayer3.drawio,D,documentation/C4/mainApiLayer3.drawio,documentation/C4/mainApiLayer3.drawio,0,185
4d91cbdb6b52e72157a6db5f1811abeb8b63dee3,documentation/C4/mainApiLayer3.png,D,documentation/C4/mainApiLayer3.png,documentation/C4/mainApiLayer3.png,0,0
2a01c05183cad4f045073ea071fcd99750262939,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer3.drawio.bkp,D,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer3.drawio.bkp,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer3.drawio.bkp,0,185
2a01c05183cad4f045073ea071fcd99750262939,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer4.DataFetcher.drawio.bkp,D,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer4.DataFetcher.drawio.bkp,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer4.DataFetcher.drawio.bkp,0,125
2a01c05183cad4f045073ea071fcd99750262939,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio,R,Documentatie en diagrammen/Martijn dingen/mainApiLayer4.DataFetcher.drawio,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio,125,0
2a01c05183cad4f045073ea071fcd99750262939,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,R,Documentatie en diagrammen/Martijn dingen/mainApiLayer4.DataFetcher.drawio.png,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,0,0
2a01c05183cad4f045073ea071fcd99750262939,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.drawio,R,Documentatie en diagrammen/Martijn dingen/mainApiLayer3.drawio,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.drawio,185,0
2a01c05183cad4f045073ea071fcd99750262939,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.png,R,Documentatie en diagrammen/Martijn dingen/mainApiLayer3.png,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.png,0,0
2a01c05183cad4f045073ea071fcd99750262939,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.v2.png,R,Documentatie en diagrammen/Martijn dingen/mainApiLayer3.v2.png,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.v2.png,0,0
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/.gitignore,D,Zwerfafval_WebApp/.gitignore,Zwerfafval_WebApp/.gitignore,0,71
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/App.razor,D,Zwerfafval_WebApp/Components/App.razor,Zwerfafval_WebApp/Components/App.razor,0,34
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Graph.razor,D,Zwerfafval_WebApp/Components/Graph.razor,Zwerfafval_WebApp/Components/Graph.razor,0,96
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Layout/MainLayout.razor,D,Zwerfafval_WebApp/Components/Layout/MainLayout.razor,Zwerfafval_WebApp/Components/Layout/MainLayout.razor,0,107
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Layout/MainLayout.razor.css,D,Zwerfafval_WebApp/Components/Layout/MainLayout.razor.css,Zwerfafval_WebApp/Components/Layout/MainLayout.razor.css,0,110
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Layout/NavMenu.razor,D,Zwerfafval_WebApp/Components/Layout/NavMenu.razor,Zwerfafval_WebApp/Components/Layout/NavMenu.razor,0,45
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Layout/NavMenu.razor.css,D,Zwerfafval_WebApp/Components/Layout/NavMenu.razor.css,Zwerfafval_WebApp/Components/Layout/NavMenu.razor.css,0,105
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/LICENSE,D,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/LICENSE,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/LICENSE,0,22
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/README.md,D,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/README.md,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/README.md,0,95
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/dist/leaflet-heat.js,D,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/dist/leaflet-heat.js,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/dist/leaflet-heat.js,0,11
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/package.json,D,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/package.json,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/package.json,0,54
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/src/HeatLayer.js,D,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/src/HeatLayer.js,Zwerfafval_WebApp/Components/Leaflet.heat-gh-pages/src/HeatLayer.js,0,217
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/MockdataHeatmap.json,D,Zwerfafval_WebApp/Components/MockdataHeatmap.json,Zwerfafval_WebApp/Components/MockdataHeatmap.json,0,101
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Models/DetectionData.cs,D,Zwerfafval_WebApp/Components/Models/DetectionData.cs,Zwerfafval_WebApp/Components/Models/DetectionData.cs,0,15
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Pages/Analytics.razor,D,Zwerfafval_WebApp/Components/Pages/Analytics.razor,Zwerfafval_WebApp/Components/Pages/Analytics.razor,0,110
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Pages/Error.razor,D,Zwerfafval_WebApp/Components/Pages/Error.razor,Zwerfafval_WebApp/Components/Pages/Error.razor,0,36
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Pages/Home.razor,D,Zwerfafval_WebApp/Components/Pages/Home.razor,Zwerfafval_WebApp/Components/Pages/Home.razor,0,8
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Pages/Login.razor,D,Zwerfafval_WebApp/Components/Pages/Login.razor,Zwerfafval_WebApp/Components/Pages/Login.razor,0,35
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Pages/Overview.razor,D,Zwerfafval_WebApp/Components/Pages/Overview.razor,Zwerfafval_WebApp/Components/Pages/Overview.razor,0,33
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Pages/Register.razor,D,Zwerfafval_WebApp/Components/Pages/Register.razor,Zwerfafval_WebApp/Components/Pages/Register.razor,0,37
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Pages/Settings.razor,D,Zwerfafval_WebApp/Components/Pages/Settings.razor,Zwerfafval_WebApp/Components/Pages/Settings.razor,0,10
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Routes.razor,D,Zwerfafval_WebApp/Components/Routes.razor,Zwerfafval_WebApp/Components/Routes.razor,0,6
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Services/DataService.cs,D,Zwerfafval_WebApp/Components/Services/DataService.cs,Zwerfafval_WebApp/Components/Services/DataService.cs,0,34
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Services/DetectionDataService.cs,D,Zwerfafval_WebApp/Components/Services/DetectionDataService.cs,Zwerfafval_WebApp/Components/Services/DetectionDataService.cs,0,31
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Services/Heatmap.razor,D,Zwerfafval_WebApp/Components/Services/Heatmap.razor,Zwerfafval_WebApp/Components/Services/Heatmap.razor,0,17
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/Services/IDetectionDataService.cs,D,Zwerfafval_WebApp/Components/Services/IDetectionDataService.cs,Zwerfafval_WebApp/Components/Services/IDetectionDataService.cs,0,10
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/TrashBarChart.razor,D,Zwerfafval_WebApp/Components/TrashBarChart.razor,Zwerfafval_WebApp/Components/TrashBarChart.razor,0,165
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/WasteCalendar.razor,D,Zwerfafval_WebApp/Components/WasteCalendar.razor,Zwerfafval_WebApp/Components/WasteCalendar.razor,0,95
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Components/_Imports.razor,D,Zwerfafval_WebApp/Components/_Imports.razor,Zwerfafval_WebApp/Components/_Imports.razor,0,13
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Program.cs,D,Zwerfafval_WebApp/Program.cs,Zwerfafval_WebApp/Program.cs,0,43
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Properties/launchSettings.json,D,Zwerfafval_WebApp/Properties/launchSettings.json,Zwerfafval_WebApp/Properties/launchSettings.json,0,38
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Zwerfafval_WebApp.csproj,D,Zwerfafval_WebApp/Zwerfafval_WebApp.csproj,Zwerfafval_WebApp/Zwerfafval_WebApp.csproj,0,19
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/Zwerfafval_WebApp.sln,D,Zwerfafval_WebApp/Zwerfafval_WebApp.sln,Zwerfafval_WebApp/Zwerfafval_WebApp.sln,0,25
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/appsettings.json,D,Zwerfafval_WebApp/appsettings.json,Zwerfafval_WebApp/appsettings.json,0,9
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/wwwroot/app.css,D,Zwerfafval_WebApp/wwwroot/app.css,Zwerfafval_WebApp/wwwroot/app.css,0,120
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/wwwroot/bootstrap/bootstrap.min.css,D,Zwerfafval_WebApp/wwwroot/bootstrap/bootstrap.min.css,Zwerfafval_WebApp/wwwroot/bootstrap/bootstrap.min.css,0,7
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/wwwroot/bootstrap/bootstrap.min.css.map,D,Zwerfafval_WebApp/wwwroot/bootstrap/bootstrap.min.css.map,Zwerfafval_WebApp/wwwroot/bootstrap/bootstrap.min.css.map,0,1
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/wwwroot/bootstrap/js/map.js,D,Zwerfafval_WebApp/wwwroot/bootstrap/js/map.js,Zwerfafval_WebApp/wwwroot/bootstrap/js/map.js,0,6
2a01c05183cad4f045073ea071fcd99750262939,Zwerfafval_WebApp/wwwroot/favicon.png,D,Zwerfafval_WebApp/wwwroot/favicon.png,Zwerfafval_WebApp/wwwroot/favicon.png,0,0
3d896ff41f386f6f9b9b8ae9b34d3e76567b2910,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio,R,Documentatie en diagrammen/Martijn dingen/C4 Code layer/mainApiLayer4.DataFetcher.drawio,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio,125,0
3d896ff41f386f6f9b9b8ae9b34d3e76567b2910,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,R,Documentatie en diagrammen/Martijn dingen/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,0,0
3d896ff41f386f6f9b9b8ae9b34d3e76567b2910,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.drawio,R,Documentatie en diagrammen/Martijn dingen/C4 Component layer/mainApiLayer3.drawio,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.drawio,185,0
3d896ff41f386f6f9b9b8ae9b34d3e76567b2910,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.png,R,Documentatie en diagrammen/Martijn dingen/C4 Component layer/mainApiLayer3.png,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.png,0,0
3d896ff41f386f6f9b9b8ae9b34d3e76567b2910,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.v2.png,R,Documentatie en diagrammen/Martijn dingen/C4 Component layer/mainApiLayer3.v2.png,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.v2.png,0,0
0436ea26576aca98bcdc66ef792aaa42441718d4,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio,R,Documentatie en diagrammen/Martijn dingen/C4 Code layer/mainApiLayer4.DataFetcher.drawio,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio,125,0
0436ea26576aca98bcdc66ef792aaa42441718d4,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,R,Documentatie en diagrammen/Martijn dingen/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,Documentatie en diagrammen/Martijns C4 diagrams/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,0,0
0436ea26576aca98bcdc66ef792aaa42441718d4,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.drawio,R,Documentatie en diagrammen/Martijn dingen/C4 Component layer/mainApiLayer3.drawio,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.drawio,185,0
0436ea26576aca98bcdc66ef792aaa42441718d4,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.png,R,Documentatie en diagrammen/Martijn dingen/C4 Component layer/mainApiLayer3.png,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.png,0,0
0436ea26576aca98bcdc66ef792aaa42441718d4,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.v2.png,R,Documentatie en diagrammen/Martijn dingen/C4 Component layer/mainApiLayer3.v2.png,Documentatie en diagrammen/Martijns C4 diagrams/C4 Component layer/mainApiLayer3.v2.png,0,0
3e0e582ccd54e6bb9a984509fff5fe0745dce645,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer3.drawio.bkp,D,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer3.drawio.bkp,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer3.drawio.bkp,0,185
3e0e582ccd54e6bb9a984509fff5fe0745dce645,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer4.DataFetcher.drawio.bkp,D,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer4.DataFetcher.drawio.bkp,Documentatie en diagrammen/Martijn dingen/.$mainApiLayer4.DataFetcher.drawio.bkp,0,125
3e0e582ccd54e6bb9a984509fff5fe0745dce645,Documentatie en diagrammen/Martijn dingen/C4 Code layer/mainApiLayer4.DataFetcher.drawio,R,Documentatie en diagrammen/Martijn dingen/mainApiLayer4.DataFetcher.drawio,Documentatie en diagrammen/Martijn dingen/C4 Code layer/mainApiLayer4.DataFetcher.drawio,125,0
3e0e582ccd54e6bb9a984509fff5fe0745dce645,Documentatie en diagrammen/Martijn dingen/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,R,Documentatie en diagrammen/Martijn dingen/mainApiLayer4.DataFetcher.drawio.png,Documentatie en diagrammen/Martijn dingen/C4 Code layer/mainApiLayer4.DataFetcher.drawio.png,0,0
